name,url,description,duration,remote_support,adaptive_support,test_type
Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,Reading Comprehension v2: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,"RemoteWorkQ: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,"RemoteWorkQ Manager Report: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,"RemoteWorkQ Participant Report : Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,"RESTful Web Services (New): Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,Retail Sales and Service Simulation: The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,Reviewing Forms - US (R1): This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,"Ruby (New): Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,"Ruby on Rails (New): Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,"Sales & Service Phone Simulation : As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,"Sales & Service Phone Solution: As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,Sales Interview Guide: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,Sales Profiler Cards: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,Sales Transformation 1.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Sales Transformation 2.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,Sales Transformation Report 1.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Sales Transformation Report 2.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,"Salesforce Development (New): Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,"SAP ABAP (Advanced Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,"SAP ABAP (Intermediate Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,"SAP Basis (New): Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,"SAP Business Objects WebI (New): Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,"SAP BW (Business Warehouse) (New): Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,"SAP HCM (Human Capital Management) (New): Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,"SAP Hybris (New): Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,"SAP Materials Management (New): Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SAP SD (Sales and Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"SAP SD (Sales and Distribution) (New): Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Search Engine Optimization (New),https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,"Search Engine Optimization (New): Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,"Selenium (New): Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Shell Scripting (New),https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,"Shell Scripting (New): Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,SHL Verify Interactive - Inductive Reasoning: Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"SHL Verify Interactive – Deductive Reasoning: Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,SHL Verify Interactive – Numerical Reasoning: Assesses how the candidate comprehends numerical information in various formats.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,SHL Verify Interactive G+: SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive…,36,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,SHL Verify Interactive Numerical Calculation: The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations…,15,Yes,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Siebel Development (New),https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,"Siebel Development (New): Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,Smart Interview Live: SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding: Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand: Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,Social Media (New): Multi-choice test that measures the knowledge about the different social media platforms.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,"Software Business Analysis: The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SonarQube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,"SonarQube (New): Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,Spelling (U.S.) (New): Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,"Split Screen Typing Test - Form 1: This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/,"Spring (New): Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SQL (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/,"SQL (New): Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SQL Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,"SQL Server (New): Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"SQL Server Analysis Services (SSAS) (New): Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SQL Server Integration Services (SSIS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,"SQL Server Integration Services (SSIS) (New): Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"SQL Server Reporting Services (SSRS) (New): Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,Statistical Analysis System (New): Multi-choice test that measures the ability to use the SAS software for statistical analysis.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,"Struts (New): Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,"SVAR - Spoken English (AUS): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,"SVAR - Spoken English (Indian Accent)  (New): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,"SVAR - Spoken English (U.K.): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SVAR - Spoken English (US)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,"SVAR - Spoken English (US)  (New): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,"SVAR - Spoken French (Canadian) (New): Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parl…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,"SVAR - Spoken French (European) (New): Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parl…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,"SVAR - Spoken Spanish (Castilian) (New): Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,"SVAR - Spoken Spanish (North American) (New): Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/,"Swing (New): Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,"Tableau (New): Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,"Telecommunications Engineering (New): Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,"Teradata Development (New): Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,Time Management (U.S.): This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and…,15,Yes,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
